"site","parameter","datetime","date","year","month","day","hour","aqi","aqi_categ","unit","duration","qc_name"
"Hanoi","PM2.5 - Principal",2016-11-02 14:00:00,2016-11-02,2016,11,2,14,91,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-02 15:00:00,2016-11-02,2016,11,2,15,92,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-02 16:00:00,2016-11-02,2016,11,2,16,92,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-02 17:00:00,2016-11-02,2016,11,2,17,91,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-02 18:00:00,2016-11-02,2016,11,2,18,90,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-02 19:00:00,2016-11-02,2016,11,2,19,89,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-02 20:00:00,2016-11-02,2016,11,2,20,90,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-02 21:00:00,2016-11-02,2016,11,2,21,91,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-02 22:00:00,2016-11-02,2016,11,2,22,91,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-02 23:00:00,2016-11-02,2016,11,2,23,91,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-03 00:00:00,2016-11-03,2016,11,3,0,91,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-03 01:00:00,2016-11-03,2016,11,3,1,91,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-03 02:00:00,2016-11-03,2016,11,3,2,91,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-03 03:00:00,2016-11-03,2016,11,3,3,90,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-03 04:00:00,2016-11-03,2016,11,3,4,90,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-03 05:00:00,2016-11-03,2016,11,3,5,92,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-03 06:00:00,2016-11-03,2016,11,3,6,93,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-03 07:00:00,2016-11-03,2016,11,3,7,94,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-03 08:00:00,2016-11-03,2016,11,3,8,95,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-03 09:00:00,2016-11-03,2016,11,3,9,93,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-03 10:00:00,2016-11-03,2016,11,3,10,93,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-03 11:00:00,2016-11-03,2016,11,3,11,94,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-03 12:00:00,2016-11-03,2016,11,3,12,94,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-03 13:00:00,2016-11-03,2016,11,3,13,98,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-03 14:00:00,2016-11-03,2016,11,3,14,106,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-03 15:00:00,2016-11-03,2016,11,3,15,115,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-03 16:00:00,2016-11-03,2016,11,3,16,122,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-03 17:00:00,2016-11-03,2016,11,3,17,129,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-03 18:00:00,2016-11-03,2016,11,3,18,136,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-03 19:00:00,2016-11-03,2016,11,3,19,151,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-03 20:00:00,2016-11-03,2016,11,3,20,152,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-03 21:00:00,2016-11-03,2016,11,3,21,153,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-03 22:00:00,2016-11-03,2016,11,3,22,154,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-03 23:00:00,2016-11-03,2016,11,3,23,155,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-04 00:00:00,2016-11-04,2016,11,4,0,156,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-04 01:00:00,2016-11-04,2016,11,4,1,157,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-04 02:00:00,2016-11-04,2016,11,4,2,157,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-04 03:00:00,2016-11-04,2016,11,4,3,157,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-04 04:00:00,2016-11-04,2016,11,4,4,158,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-04 05:00:00,2016-11-04,2016,11,4,5,158,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-04 06:00:00,2016-11-04,2016,11,4,6,157,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-04 07:00:00,2016-11-04,2016,11,4,7,157,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-04 08:00:00,2016-11-04,2016,11,4,8,158,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-04 09:00:00,2016-11-04,2016,11,4,9,158,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-04 10:00:00,2016-11-04,2016,11,4,10,159,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-04 11:00:00,2016-11-04,2016,11,4,11,160,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-04 12:00:00,2016-11-04,2016,11,4,12,161,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-04 13:00:00,2016-11-04,2016,11,4,13,161,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-04 14:00:00,2016-11-04,2016,11,4,14,161,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-04 15:00:00,2016-11-04,2016,11,4,15,161,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-04 16:00:00,2016-11-04,2016,11,4,16,161,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-04 17:00:00,2016-11-04,2016,11,4,17,161,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-04 18:00:00,2016-11-04,2016,11,4,18,160,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-04 19:00:00,2016-11-04,2016,11,4,19,158,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-04 20:00:00,2016-11-04,2016,11,4,20,158,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-04 21:00:00,2016-11-04,2016,11,4,21,158,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-04 22:00:00,2016-11-04,2016,11,4,22,159,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-04 23:00:00,2016-11-04,2016,11,4,23,159,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-05 00:00:00,2016-11-05,2016,11,5,0,159,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-05 01:00:00,2016-11-05,2016,11,5,1,159,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-05 02:00:00,2016-11-05,2016,11,5,2,159,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-05 03:00:00,2016-11-05,2016,11,5,3,160,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-05 04:00:00,2016-11-05,2016,11,5,4,160,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-05 05:00:00,2016-11-05,2016,11,5,5,160,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-05 06:00:00,2016-11-05,2016,11,5,6,160,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-05 07:00:00,2016-11-05,2016,11,5,7,160,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-05 08:00:00,2016-11-05,2016,11,5,8,160,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-05 09:00:00,2016-11-05,2016,11,5,9,160,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-05 10:00:00,2016-11-05,2016,11,5,10,160,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-05 11:00:00,2016-11-05,2016,11,5,11,160,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-05 12:00:00,2016-11-05,2016,11,5,12,159,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-05 13:00:00,2016-11-05,2016,11,5,13,159,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-05 14:00:00,2016-11-05,2016,11,5,14,158,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-05 15:00:00,2016-11-05,2016,11,5,15,158,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-05 16:00:00,2016-11-05,2016,11,5,16,157,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-05 17:00:00,2016-11-05,2016,11,5,17,157,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-05 18:00:00,2016-11-05,2016,11,5,18,156,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-05 19:00:00,2016-11-05,2016,11,5,19,156,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-05 20:00:00,2016-11-05,2016,11,5,20,158,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-05 21:00:00,2016-11-05,2016,11,5,21,158,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-05 22:00:00,2016-11-05,2016,11,5,22,158,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-05 23:00:00,2016-11-05,2016,11,5,23,159,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-06 00:00:00,2016-11-06,2016,11,6,0,159,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-06 01:00:00,2016-11-06,2016,11,6,1,160,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-06 02:00:00,2016-11-06,2016,11,6,2,160,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-06 03:00:00,2016-11-06,2016,11,6,3,160,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-06 04:00:00,2016-11-06,2016,11,6,4,161,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-06 05:00:00,2016-11-06,2016,11,6,5,161,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-06 06:00:00,2016-11-06,2016,11,6,6,162,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-06 07:00:00,2016-11-06,2016,11,6,7,163,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-06 08:00:00,2016-11-06,2016,11,6,8,163,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-06 09:00:00,2016-11-06,2016,11,6,9,163,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-06 10:00:00,2016-11-06,2016,11,6,10,164,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-06 11:00:00,2016-11-06,2016,11,6,11,164,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-06 12:00:00,2016-11-06,2016,11,6,12,164,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-06 13:00:00,2016-11-06,2016,11,6,13,163,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-06 14:00:00,2016-11-06,2016,11,6,14,163,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-06 15:00:00,2016-11-06,2016,11,6,15,162,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-06 16:00:00,2016-11-06,2016,11,6,16,162,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-06 17:00:00,2016-11-06,2016,11,6,17,162,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-06 18:00:00,2016-11-06,2016,11,6,18,165,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-06 19:00:00,2016-11-06,2016,11,6,19,168,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-06 20:00:00,2016-11-06,2016,11,6,20,169,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-06 21:00:00,2016-11-06,2016,11,6,21,170,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-06 22:00:00,2016-11-06,2016,11,6,22,171,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-06 23:00:00,2016-11-06,2016,11,6,23,172,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-07 00:00:00,2016-11-07,2016,11,7,0,173,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-07 01:00:00,2016-11-07,2016,11,7,1,174,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-07 02:00:00,2016-11-07,2016,11,7,2,174,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-07 03:00:00,2016-11-07,2016,11,7,3,173,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-07 04:00:00,2016-11-07,2016,11,7,4,173,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-07 05:00:00,2016-11-07,2016,11,7,5,174,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-07 06:00:00,2016-11-07,2016,11,7,6,175,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-07 07:00:00,2016-11-07,2016,11,7,7,177,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-07 08:00:00,2016-11-07,2016,11,7,8,178,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-07 09:00:00,2016-11-07,2016,11,7,9,179,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-07 10:00:00,2016-11-07,2016,11,7,10,178,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-07 11:00:00,2016-11-07,2016,11,7,11,178,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-07 12:00:00,2016-11-07,2016,11,7,12,178,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-07 13:00:00,2016-11-07,2016,11,7,13,178,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-07 14:00:00,2016-11-07,2016,11,7,14,178,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-07 15:00:00,2016-11-07,2016,11,7,15,178,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-07 16:00:00,2016-11-07,2016,11,7,16,178,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-07 17:00:00,2016-11-07,2016,11,7,17,178,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-07 18:00:00,2016-11-07,2016,11,7,18,175,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-07 19:00:00,2016-11-07,2016,11,7,19,172,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-07 20:00:00,2016-11-07,2016,11,7,20,169,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-07 21:00:00,2016-11-07,2016,11,7,21,167,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-07 22:00:00,2016-11-07,2016,11,7,22,165,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-07 23:00:00,2016-11-07,2016,11,7,23,164,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-08 00:00:00,2016-11-08,2016,11,8,0,163,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-08 01:00:00,2016-11-08,2016,11,8,1,161,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-08 02:00:00,2016-11-08,2016,11,8,2,161,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-08 03:00:00,2016-11-08,2016,11,8,3,161,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-08 04:00:00,2016-11-08,2016,11,8,4,161,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-08 05:00:00,2016-11-08,2016,11,8,5,159,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-08 06:00:00,2016-11-08,2016,11,8,6,157,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-08 07:00:00,2016-11-08,2016,11,8,7,154,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-08 08:00:00,2016-11-08,2016,11,8,8,152,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-08 09:00:00,2016-11-08,2016,11,8,9,142,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-08 10:00:00,2016-11-08,2016,11,8,10,135,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-08 11:00:00,2016-11-08,2016,11,8,11,130,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-08 12:00:00,2016-11-08,2016,11,8,12,124,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-08 13:00:00,2016-11-08,2016,11,8,13,119,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-08 14:00:00,2016-11-08,2016,11,8,14,115,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-08 15:00:00,2016-11-08,2016,11,8,15,108,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-08 16:00:00,2016-11-08,2016,11,8,16,102,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-08 17:00:00,2016-11-08,2016,11,8,17,97,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-08 18:00:00,2016-11-08,2016,11,8,18,93,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-08 19:00:00,2016-11-08,2016,11,8,19,89,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-08 20:00:00,2016-11-08,2016,11,8,20,85,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-08 21:00:00,2016-11-08,2016,11,8,21,81,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-08 22:00:00,2016-11-08,2016,11,8,22,76,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-08 23:00:00,2016-11-08,2016,11,8,23,70,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-09 00:00:00,2016-11-09,2016,11,9,0,64,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-09 01:00:00,2016-11-09,2016,11,9,1,60,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-09 02:00:00,2016-11-09,2016,11,9,2,55,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-09 03:00:00,2016-11-09,2016,11,9,3,52,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-09 04:00:00,2016-11-09,2016,11,9,4,45,"Good","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-09 05:00:00,2016-11-09,2016,11,9,5,45,"Good","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-09 06:00:00,2016-11-09,2016,11,9,6,45,"Good","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-09 07:00:00,2016-11-09,2016,11,9,7,45,"Good","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-09 08:00:00,2016-11-09,2016,11,9,8,46,"Good","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-09 09:00:00,2016-11-09,2016,11,9,9,46,"Good","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-09 10:00:00,2016-11-09,2016,11,9,10,47,"Good","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-09 11:00:00,2016-11-09,2016,11,9,11,48,"Good","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-09 12:00:00,2016-11-09,2016,11,9,12,48,"Good","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-09 13:00:00,2016-11-09,2016,11,9,13,49,"Good","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-09 14:00:00,2016-11-09,2016,11,9,14,51,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-09 15:00:00,2016-11-09,2016,11,9,15,52,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-09 16:00:00,2016-11-09,2016,11,9,16,52,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-09 17:00:00,2016-11-09,2016,11,9,17,52,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-09 18:00:00,2016-11-09,2016,11,9,18,53,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-09 19:00:00,2016-11-09,2016,11,9,19,52,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-09 20:00:00,2016-11-09,2016,11,9,20,52,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-09 21:00:00,2016-11-09,2016,11,9,21,52,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-09 22:00:00,2016-11-09,2016,11,9,22,52,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-09 23:00:00,2016-11-09,2016,11,9,23,53,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-10 00:00:00,2016-11-10,2016,11,10,0,54,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-10 01:00:00,2016-11-10,2016,11,10,1,54,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-10 02:00:00,2016-11-10,2016,11,10,2,55,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-10 03:00:00,2016-11-10,2016,11,10,3,56,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-10 04:00:00,2016-11-10,2016,11,10,4,57,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-10 05:00:00,2016-11-10,2016,11,10,5,58,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-10 06:00:00,2016-11-10,2016,11,10,6,59,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-10 07:00:00,2016-11-10,2016,11,10,7,60,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-10 08:00:00,2016-11-10,2016,11,10,8,62,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-10 09:00:00,2016-11-10,2016,11,10,9,63,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-11-10 10:00:00,2016-11-10,2016,11,10,10,63,"Moderate","UG/M3","1 Hr","Valid"
