"site","parameter","datetime","date","year","month","day","hour","aqi","aqi_categ","unit","duration","qc_name"
"Hanoi","PM2.5 - Principal",2016-07-29 23:00:00,2016-07-29,2016,7,29,23,54,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-07-30 00:00:00,2016-07-30,2016,7,30,0,56,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-07-30 01:00:00,2016-07-30,2016,7,30,1,56,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-07-30 02:00:00,2016-07-30,2016,7,30,2,58,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-07-30 03:00:00,2016-07-30,2016,7,30,3,60,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-07-30 04:00:00,2016-07-30,2016,7,30,4,63,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-07-30 05:00:00,2016-07-30,2016,7,30,5,66,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-07-30 06:00:00,2016-07-30,2016,7,30,6,68,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-07-30 07:00:00,2016-07-30,2016,7,30,7,70,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-07-30 08:00:00,2016-07-30,2016,7,30,8,72,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-07-30 09:00:00,2016-07-30,2016,7,30,9,74,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-07-30 10:00:00,2016-07-30,2016,7,30,10,76,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-07-30 11:00:00,2016-07-30,2016,7,30,11,78,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-07-30 12:00:00,2016-07-30,2016,7,30,12,80,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-07-30 13:00:00,2016-07-30,2016,7,30,13,82,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-07-30 14:00:00,2016-07-30,2016,7,30,14,83,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-07-30 15:00:00,2016-07-30,2016,7,30,15,84,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-07-30 16:00:00,2016-07-30,2016,7,30,16,85,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-07-30 17:00:00,2016-07-30,2016,7,30,17,86,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-07-30 18:00:00,2016-07-30,2016,7,30,18,87,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-07-30 19:00:00,2016-07-30,2016,7,30,19,87,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-07-30 20:00:00,2016-07-30,2016,7,30,20,87,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-07-30 21:00:00,2016-07-30,2016,7,30,21,89,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-07-30 22:00:00,2016-07-30,2016,7,30,22,92,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-07-30 23:00:00,2016-07-30,2016,7,30,23,99,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-07-31 00:00:00,2016-07-31,2016,7,31,0,103,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-07-31 01:00:00,2016-07-31,2016,7,31,1,107,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-07-31 02:00:00,2016-07-31,2016,7,31,2,110,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-07-31 03:00:00,2016-07-31,2016,7,31,3,113,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-07-31 04:00:00,2016-07-31,2016,7,31,4,112,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-07-31 05:00:00,2016-07-31,2016,7,31,5,110,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-07-31 06:00:00,2016-07-31,2016,7,31,6,108,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-07-31 07:00:00,2016-07-31,2016,7,31,7,106,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-07-31 08:00:00,2016-07-31,2016,7,31,8,104,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-07-31 09:00:00,2016-07-31,2016,7,31,9,104,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-07-31 10:00:00,2016-07-31,2016,7,31,10,105,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-07-31 11:00:00,2016-07-31,2016,7,31,11,106,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-07-31 12:00:00,2016-07-31,2016,7,31,12,107,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-07-31 13:00:00,2016-07-31,2016,7,31,13,110,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-07-31 14:00:00,2016-07-31,2016,7,31,14,116,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-07-31 15:00:00,2016-07-31,2016,7,31,15,119,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-07-31 16:00:00,2016-07-31,2016,7,31,16,122,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-07-31 17:00:00,2016-07-31,2016,7,31,17,125,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-07-31 18:00:00,2016-07-31,2016,7,31,18,129,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-07-31 19:00:00,2016-07-31,2016,7,31,19,132,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-07-31 20:00:00,2016-07-31,2016,7,31,20,135,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-07-31 21:00:00,2016-07-31,2016,7,31,21,137,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-07-31 22:00:00,2016-07-31,2016,7,31,22,147,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-07-31 23:00:00,2016-07-31,2016,7,31,23,148,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-01 00:00:00,2016-08-01,2016,8,1,0,151,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-01 01:00:00,2016-08-01,2016,8,1,1,152,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-01 02:00:00,2016-08-01,2016,8,1,2,151,"Unhealthy","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-01 03:00:00,2016-08-01,2016,8,1,3,148,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-01 04:00:00,2016-08-01,2016,8,1,4,147,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-01 05:00:00,2016-08-01,2016,8,1,5,147,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-01 06:00:00,2016-08-01,2016,8,1,6,148,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-01 07:00:00,2016-08-01,2016,8,1,7,148,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-01 08:00:00,2016-08-01,2016,8,1,8,149,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-01 09:00:00,2016-08-01,2016,8,1,9,149,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-01 10:00:00,2016-08-01,2016,8,1,10,148,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-01 11:00:00,2016-08-01,2016,8,1,11,148,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-01 12:00:00,2016-08-01,2016,8,1,12,148,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-01 13:00:00,2016-08-01,2016,8,1,13,148,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-01 14:00:00,2016-08-01,2016,8,1,14,144,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-01 15:00:00,2016-08-01,2016,8,1,15,144,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-01 16:00:00,2016-08-01,2016,8,1,16,145,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-01 17:00:00,2016-08-01,2016,8,1,17,143,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-01 18:00:00,2016-08-01,2016,8,1,18,143,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-01 19:00:00,2016-08-01,2016,8,1,19,144,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-01 20:00:00,2016-08-01,2016,8,1,20,146,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-01 21:00:00,2016-08-01,2016,8,1,21,145,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-01 22:00:00,2016-08-01,2016,8,1,22,135,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-01 23:00:00,2016-08-01,2016,8,1,23,129,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-02 00:00:00,2016-08-02,2016,8,2,0,122,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-02 01:00:00,2016-08-02,2016,8,2,1,117,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-02 02:00:00,2016-08-02,2016,8,2,2,115,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-02 03:00:00,2016-08-02,2016,8,2,3,114,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-02 04:00:00,2016-08-02,2016,8,2,4,114,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-02 05:00:00,2016-08-02,2016,8,2,5,114,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-02 06:00:00,2016-08-02,2016,8,2,6,113,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-02 07:00:00,2016-08-02,2016,8,2,7,113,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-02 08:00:00,2016-08-02,2016,8,2,8,112,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-02 09:00:00,2016-08-02,2016,8,2,9,110,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-02 10:00:00,2016-08-02,2016,8,2,10,109,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-02 11:00:00,2016-08-02,2016,8,2,11,110,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-02 12:00:00,2016-08-02,2016,8,2,12,108,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-02 13:00:00,2016-08-02,2016,8,2,13,107,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-02 14:00:00,2016-08-02,2016,8,2,14,104,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-02 15:00:00,2016-08-02,2016,8,2,15,101,"Unhealthy for Sensitive Groups","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-02 16:00:00,2016-08-02,2016,8,2,16,98,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-02 17:00:00,2016-08-02,2016,8,2,17,96,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-02 18:00:00,2016-08-02,2016,8,2,18,92,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-02 19:00:00,2016-08-02,2016,8,2,19,87,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-02 20:00:00,2016-08-02,2016,8,2,20,82,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-02 21:00:00,2016-08-02,2016,8,2,21,77,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-02 22:00:00,2016-08-02,2016,8,2,22,74,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-02 23:00:00,2016-08-02,2016,8,2,23,71,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-03 00:00:00,2016-08-03,2016,8,3,0,70,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-03 01:00:00,2016-08-03,2016,8,3,1,70,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-03 02:00:00,2016-08-03,2016,8,3,2,70,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-03 03:00:00,2016-08-03,2016,8,3,3,71,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-03 04:00:00,2016-08-03,2016,8,3,4,70,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-03 05:00:00,2016-08-03,2016,8,3,5,71,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-03 06:00:00,2016-08-03,2016,8,3,6,71,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-03 07:00:00,2016-08-03,2016,8,3,7,72,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-03 08:00:00,2016-08-03,2016,8,3,8,74,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-03 09:00:00,2016-08-03,2016,8,3,9,74,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-03 10:00:00,2016-08-03,2016,8,3,10,74,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-03 11:00:00,2016-08-03,2016,8,3,11,73,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-03 12:00:00,2016-08-03,2016,8,3,12,73,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-03 13:00:00,2016-08-03,2016,8,3,13,71,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-03 14:00:00,2016-08-03,2016,8,3,14,70,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-03 15:00:00,2016-08-03,2016,8,3,15,67,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-03 16:00:00,2016-08-03,2016,8,3,16,65,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-03 17:00:00,2016-08-03,2016,8,3,17,65,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-03 18:00:00,2016-08-03,2016,8,3,18,66,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-03 19:00:00,2016-08-03,2016,8,3,19,68,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-03 20:00:00,2016-08-03,2016,8,3,20,68,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-03 21:00:00,2016-08-03,2016,8,3,21,68,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-03 22:00:00,2016-08-03,2016,8,3,22,68,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-03 23:00:00,2016-08-03,2016,8,3,23,68,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-04 00:00:00,2016-08-04,2016,8,4,0,68,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-04 01:00:00,2016-08-04,2016,8,4,1,68,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-04 02:00:00,2016-08-04,2016,8,4,2,67,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-04 03:00:00,2016-08-04,2016,8,4,3,64,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-04 04:00:00,2016-08-04,2016,8,4,4,63,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-04 05:00:00,2016-08-04,2016,8,4,5,62,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-04 06:00:00,2016-08-04,2016,8,4,6,61,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-04 07:00:00,2016-08-04,2016,8,4,7,60,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-04 08:00:00,2016-08-04,2016,8,4,8,58,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-04 09:00:00,2016-08-04,2016,8,4,9,58,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-04 10:00:00,2016-08-04,2016,8,4,10,56,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-04 11:00:00,2016-08-04,2016,8,4,11,54,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-04 12:00:00,2016-08-04,2016,8,4,12,52,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-04 13:00:00,2016-08-04,2016,8,4,13,52,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-04 14:00:00,2016-08-04,2016,8,4,14,51,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-04 15:00:00,2016-08-04,2016,8,4,15,51,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-04 16:00:00,2016-08-04,2016,8,4,16,53,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-04 17:00:00,2016-08-04,2016,8,4,17,55,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-04 18:00:00,2016-08-04,2016,8,4,18,59,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-04 19:00:00,2016-08-04,2016,8,4,19,58,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-04 20:00:00,2016-08-04,2016,8,4,20,58,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-04 21:00:00,2016-08-04,2016,8,4,21,59,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-04 22:00:00,2016-08-04,2016,8,4,22,59,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-04 23:00:00,2016-08-04,2016,8,4,23,59,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-05 00:00:00,2016-08-05,2016,8,5,0,59,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-05 01:00:00,2016-08-05,2016,8,5,1,59,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-05 02:00:00,2016-08-05,2016,8,5,2,59,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-05 03:00:00,2016-08-05,2016,8,5,3,59,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-05 04:00:00,2016-08-05,2016,8,5,4,60,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-05 05:00:00,2016-08-05,2016,8,5,5,60,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-05 06:00:00,2016-08-05,2016,8,5,6,61,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-05 07:00:00,2016-08-05,2016,8,5,7,63,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-05 08:00:00,2016-08-05,2016,8,5,8,64,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-05 09:00:00,2016-08-05,2016,8,5,9,63,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-05 10:00:00,2016-08-05,2016,8,5,10,64,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-05 11:00:00,2016-08-05,2016,8,5,11,65,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-05 12:00:00,2016-08-05,2016,8,5,12,67,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-05 13:00:00,2016-08-05,2016,8,5,13,69,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-05 14:00:00,2016-08-05,2016,8,5,14,71,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-05 15:00:00,2016-08-05,2016,8,5,15,73,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-05 16:00:00,2016-08-05,2016,8,5,16,74,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-05 17:00:00,2016-08-05,2016,8,5,17,74,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-05 18:00:00,2016-08-05,2016,8,5,18,73,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-05 19:00:00,2016-08-05,2016,8,5,19,74,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-05 20:00:00,2016-08-05,2016,8,5,20,75,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-05 21:00:00,2016-08-05,2016,8,5,21,77,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-05 22:00:00,2016-08-05,2016,8,5,22,82,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-05 23:00:00,2016-08-05,2016,8,5,23,85,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-06 00:00:00,2016-08-06,2016,8,6,0,86,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-06 01:00:00,2016-08-06,2016,8,6,1,88,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-06 02:00:00,2016-08-06,2016,8,6,2,89,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-06 03:00:00,2016-08-06,2016,8,6,3,92,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-06 04:00:00,2016-08-06,2016,8,6,4,93,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-06 05:00:00,2016-08-06,2016,8,6,5,95,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-06 06:00:00,2016-08-06,2016,8,6,6,96,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-06 07:00:00,2016-08-06,2016,8,6,7,96,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-06 08:00:00,2016-08-06,2016,8,6,8,96,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-06 09:00:00,2016-08-06,2016,8,6,9,96,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-06 10:00:00,2016-08-06,2016,8,6,10,97,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-06 11:00:00,2016-08-06,2016,8,6,11,97,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-06 12:00:00,2016-08-06,2016,8,6,12,97,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-06 13:00:00,2016-08-06,2016,8,6,13,96,"Moderate","UG/M3","1 Hr","Valid"
"Hanoi","PM2.5 - Principal",2016-08-06 14:00:00,2016-08-06,2016,8,6,14,95,"Moderate","UG/M3","1 Hr","Valid"
